age,hsged,white,black,hispanic,native,asian,children,married,male,treatment,total_earn
24,0,1,0,0,0,0,0,0,1,1,11442
22,0,0,0,1,0,0,0,0,0,0,21343
22,0,1,0,0,0,0,0,0,0,1,16274
29,1,1,0,0,0,0,1,0,0,0,912
26,1,0,1,0,0,0,0,0,1,0,52206
32,0,1,0,0,0,0,1,0,0,0,3220
46,0,1,0,0,0,0,1,1,1,1,7163
23,1,1,0,0,0,0,1,0,0,1,46101
22,1,1,0,0,0,0,1,1,1,1,7035
32,1,0,1,0,0,0,1,0,0,1,8738
20,0,1,0,0,0,0,0,0,1,0,48
34,1,0,1,0,0,0,0,0,1,1,24564
24,1,1,0,0,0,0,1,0,1,1,38717
28,1,1,0,0,0,0,0,0,1,1,47546
37,0,1,0,0,0,0,1,0,0,0,21214
33,0,0,0,1,0,0,1,0,1,0,52628
21,1,1,0,0,0,0,0,0,1,1,35401
18,1,0,1,0,0,0,0,0,1,1,3400
19,1,0,0,1,0,0,0,0,0,0,2301
26,0,0,1,0,0,0,1,0,0,1,54
24,1,1,0,0,0,0,1,1,1,1,22817
18,0,1,0,0,0,0,0,0,1,1,15900
27,1,1,0,0,0,0,0,0,1,1,18319
59,1,1,0,0,0,0,0,1,1,1,0
32,0,1,0,0,0,0,1,0,0,0,16484
20,0,1,0,0,0,0,0,0,1,0,13994
31,0,0,1,0,0,0,1,0,0,0,0
23,0,1,0,0,0,0,1,0,1,1,54980
24,1,1,0,0,0,0,1,1,0,1,1761
26,1,0,1,0,0,0,0,0,1,1,5445
23,1,1,0,0,0,0,1,0,0,1,31418
45,0,0,0,1,0,0,0,0,0,1,24010
26,1,1,0,0,0,0,1,1,0,1,14067
58,1,1,0,0,0,0,0,1,0,1,15193
30,1,1,0,0,0,0,1,0,1,1,7338
40,0,1,0,0,0,0,1,1,0,1,401
24,1,0,1,0,0,0,1,0,0,0,0
21,0,0,1,0,0,0,1,0,0,1,4445
19,1,1,0,0,0,0,1,1,1,1,13788
17,0,1,0,0,0,0,0,0,1,0,19418
20,0,0,0,1,0,0,0,0,1,0,38544
26,0,0,1,0,0,0,0,0,1,1,20781
18,0,1,0,0,0,0,0,0,1,1,1017
29,1,1,0,0,0,0,1,1,1,0,34083
38,0,1,0,0,0,0,1,1,1,1,15031
67,1,1,0,0,0,0,0,0,0,1,13200
18,0,0,0,0,1,0,0,0,0,1,0
38,0,1,0,0,0,0,1,1,1,1,41985
24,1,1,0,0,0,0,1,1,1,0,30051
16,0,1,0,0,0,0,1,0,0,1,1500
20,0,1,0,0,0,0,1,1,0,0,6138
26,0,0,0,1,0,0,0,0,0,1,51174
21,1,0,1,0,0,0,0,0,0,1,4610
18,1,0,1,0,0,0,1,0,0,1,717
22,0,1,0,0,0,0,1,0,0,0,4529
49,1,1,0,0,0,0,1,0,0,0,23084
19,0,1,0,0,0,0,0,0,1,1,9907
19,1,1,0,0,0,0,0,0,0,0,38979
45,0,1,0,0,0,0,0,0,1,1,19957
24,0,0,0,1,0,0,1,0,0,1,3605
27,1,0,1,0,0,0,1,0,0,1,3501
18,0,0,0,1,0,0,1,0,0,1,22391
40,1,1,0,0,0,0,1,0,0,1,32709
38,1,1,0,0,0,0,1,1,1,1,127353
34,1,0,1,0,0,0,1,0,0,0,3009
32,0,1,0,0,0,0,1,1,1,1,24324
27,0,0,1,0,0,0,0,0,1,1,51918
26,0,1,0,0,0,0,1,0,0,0,3606
50,1,1,0,0,0,0,0,0,0,1,0
31,1,1,0,0,0,0,1,0,1,0,20787
27,1,1,0,0,0,0,1,0,0,1,8402
18,1,1,0,0,0,0,1,0,0,1,11450
22,0,1,0,0,0,0,1,1,0,1,0
17,1,0,0,1,0,0,1,0,0,1,306
27,0,0,0,1,0,0,1,0,0,0,4401
71,1,1,0,0,0,0,0,1,0,1,3524
21,0,0,1,0,0,0,0,0,1,1,6203
28,0,1,0,0,0,0,0,0,1,0,18147
23,1,0,0,1,0,0,0,0,1,1,39141
29,1,1,0,0,0,0,0,0,1,1,18792
19,0,1,0,0,0,0,0,0,0,1,599
31,0,0,0,1,0,0,1,0,0,0,3117
27,0,1,0,0,0,0,0,0,1,1,1209
20,0,0,1,0,0,0,1,0,0,1,1281
20,1,1,0,0,0,0,0,0,0,1,2248
35,1,1,0,0,0,0,1,0,0,1,18163
24,1,0,1,0,0,0,0,0,1,1,26460
27,0,0,1,0,0,0,1,0,0,0,14293
26,0,1,0,0,0,0,1,0,0,0,21707
18,0,1,0,0,0,0,0,0,0,0,28196
22,1,0,1,0,0,0,1,0,0,1,13800
35,0,0,0,0,0,1,1,1,1,0,122
27,1,1,0,0,0,0,0,1,0,1,17316
18,0,1,0,0,0,0,0,0,1,0,5676
20,0,0,1,0,0,0,1,0,0,1,7629
20,0,0,1,0,0,0,0,0,0,1,2688
45,0,0,0,0,1,0,0,0,1,1,0
27,1,1,0,0,0,0,1,0,0,1,6
22,1,1,0,0,0,0,0,0,1,1,3886
34,0,1,0,0,0,0,0,1,1,0,26637
18,0,1,0,0,0,0,0,1,0,1,2637
38,0,1,0,0,0,0,0,0,1,1,1212
30,1,1,0,0,0,0,1,1,1,1,42768
23,1,1,0,0,0,0,1,0,0,1,6436
33,1,0,1,0,0,0,1,1,1,0,14007
42,0,1,0,0,0,0,1,1,1,1,50147
26,0,1,0,0,0,0,1,0,0,1,26808
18,0,0,1,0,0,0,1,0,0,1,2253
16,0,1,0,0,0,0,0,0,1,1,35744
23,0,0,1,0,0,0,1,0,0,1,25644
28,0,1,0,0,0,0,1,0,0,1,0
19,0,0,0,1,0,0,0,0,0,0,13080
28,0,1,0,0,0,0,1,1,1,1,20850
28,1,0,1,0,0,0,0,0,1,1,42254
18,0,0,0,1,0,0,0,0,1,1,10980
24,1,0,1,0,0,0,0,0,0,1,5889
28,1,1,0,0,0,0,0,0,1,1,26055
29,1,1,0,0,0,0,1,0,0,1,11622
26,1,1,0,0,0,0,0,0,1,1,16287
61,0,1,0,0,0,0,0,1,0,0,523
28,0,1,0,0,0,0,0,0,1,1,354
20,1,0,0,1,0,0,1,1,0,1,2332
18,0,0,1,0,0,0,1,0,0,0,177
25,0,0,0,0,0,1,0,0,0,1,10392
33,1,1,0,0,0,0,1,0,0,0,246
30,0,0,0,1,0,0,1,1,0,1,20389
26,1,0,0,1,0,0,0,0,0,0,40434
31,1,1,0,0,0,0,1,0,0,0,15538
28,1,0,1,0,0,0,1,1,0,1,19322
34,1,1,0,0,0,0,1,1,1,1,71886
24,1,0,1,0,0,0,1,0,1,1,21060
24,0,0,1,0,0,0,0,1,0,1,0
19,0,0,1,0,0,0,1,0,0,0,0
19,1,0,0,1,0,0,0,0,1,0,30375
25,1,0,0,0,1,0,1,0,0,0,1458
22,1,1,0,0,0,0,1,0,0,0,26458
36,1,1,0,0,0,0,1,0,1,1,7045
21,0,1,0,0,0,0,0,0,0,1,9530
18,1,1,0,0,0,0,0,0,1,0,16103
33,0,0,0,1,0,0,0,0,1,1,3660
39,0,0,0,1,0,0,1,1,1,0,43145
21,0,1,0,0,0,0,1,0,0,1,16219
22,0,1,0,0,0,0,1,1,1,1,30604
55,1,1,0,0,0,0,0,1,0,1,0
30,1,1,0,0,0,0,1,0,0,0,4800
37,0,0,0,1,0,0,1,1,1,1,17832
31,1,0,0,1,0,0,1,1,0,1,1515
21,1,0,0,1,0,0,0,1,0,1,28664
30,0,0,0,1,0,0,1,1,1,1,0
27,1,1,0,0,0,0,0,0,0,1,17538
27,0,1,0,0,0,0,1,0,0,1,0
37,0,0,0,1,0,0,0,0,1,1,7891
20,1,1,0,0,0,0,0,0,0,1,15911
24,1,0,1,0,0,0,0,0,1,0,27356
21,1,1,0,0,0,0,1,0,0,1,823
19,1,0,1,0,0,0,0,0,0,1,2717
35,0,0,1,0,0,0,1,0,0,1,7671
24,0,1,0,0,0,0,0,0,1,1,14094
22,1,1,0,0,0,0,0,0,1,1,39676
52,0,0,1,0,0,0,0,0,1,1,8214
35,0,1,0,0,0,0,1,0,0,1,33192
25,1,1,0,0,0,0,1,1,1,1,26581
45,1,0,1,0,0,0,0,0,1,1,3309
22,1,1,0,0,0,0,0,0,1,1,10255
19,1,0,1,0,0,0,0,0,0,1,14300
41,0,1,0,0,0,0,0,0,1,1,660
19,1,1,0,0,0,0,0,0,1,1,3203
40,1,1,0,0,0,0,1,1,0,1,0
24,1,1,0,0,0,0,1,1,0,1,2505
30,0,0,1,0,0,0,1,0,0,1,2046
31,1,0,1,0,0,0,0,0,1,1,4621
29,0,0,1,0,0,0,0,0,1,0,37112
46,0,1,0,0,0,0,1,1,0,1,19735
30,1,1,0,0,0,0,1,0,1,0,29841
23,1,0,1,0,0,0,1,1,0,0,6567
19,0,1,0,0,0,0,1,1,1,0,18438
17,0,1,0,0,0,0,0,0,1,0,16116
22,0,1,0,0,0,0,1,0,0,0,11476
19,0,1,0,0,0,0,1,1,1,1,31334
28,0,1,0,0,0,0,1,1,1,1,53669
42,0,0,1,0,0,0,0,0,1,1,3969
32,1,1,0,0,0,0,1,0,0,1,42567
29,0,1,0,0,0,0,1,1,1,0,46028
17,0,1,0,0,0,0,0,0,1,1,1965
27,0,1,0,0,0,0,1,1,0,0,650
20,1,1,0,0,0,0,1,0,0,1,3378
26,1,0,1,0,0,0,1,0,1,1,40661
29,1,0,1,0,0,0,1,0,0,1,41563
31,1,0,1,0,0,0,1,0,0,1,4746
18,0,0,1,0,0,0,0,0,0,0,4862
18,1,1,0,0,0,0,1,0,0,1,42051
17,0,1,0,0,0,0,0,0,1,1,19921
32,1,1,0,0,0,0,0,0,1,1,12075
21,0,0,1,0,0,0,0,0,0,1,7506
59,1,1,0,0,0,0,0,1,0,1,236
24,1,1,0,0,0,0,0,0,1,1,64763
48,0,1,0,0,0,0,1,1,1,1,1644
35,0,1,0,0,0,0,0,0,0,0,483
19,0,0,0,1,0,0,0,0,1,0,0
19,0,0,0,1,0,0,1,1,0,1,6978
57,1,1,0,0,0,0,0,1,1,1,65961
22,0,1,0,0,0,0,1,1,1,1,0
27,1,0,1,0,0,0,1,1,0,1,19935
49,0,1,0,0,0,0,1,1,0,0,21202
30,0,1,0,0,0,0,1,1,0,1,0
18,0,0,0,1,0,0,0,1,1,0,16746
47,1,1,0,0,0,0,0,0,0,1,5667
18,0,1,0,0,0,0,1,0,0,0,0
50,0,0,0,0,1,0,0,0,0,1,534
25,0,0,1,0,0,0,1,0,1,1,10052
22,1,0,1,0,0,0,0,0,1,1,18627
27,1,0,1,0,0,0,0,0,1,1,6684
18,1,0,1,0,0,0,0,0,1,1,32923
41,0,1,0,0,0,0,0,0,1,1,29482
21,1,0,1,0,0,0,1,0,0,1,8294
29,1,0,1,0,0,0,1,0,0,1,13526
27,1,1,0,0,0,0,1,0,0,0,0
32,1,1,0,0,0,0,1,1,1,1,196
61,0,0,1,0,0,0,1,0,1,0,27693
17,0,0,1,0,0,0,0,0,1,1,126
17,0,0,0,1,0,0,0,0,1,1,13431
27,1,1,0,0,0,0,1,1,0,1,26103
29,0,1,0,0,0,0,0,0,1,0,44067
22,1,1,0,0,0,0,0,0,1,1,31422
21,0,0,0,0,0,1,0,0,0,1,14859
25,1,0,0,1,0,0,1,1,1,1,20118
18,0,1,0,0,0,0,0,0,1,0,17476
22,1,1,0,0,0,0,0,0,1,0,56421
28,1,1,0,0,0,0,0,0,1,1,16800
21,1,1,0,0,0,0,1,0,1,1,7371
60,0,0,0,0,0,1,1,1,1,1,25119
50,0,0,1,0,0,0,0,0,1,0,12087
36,1,0,1,0,0,0,0,0,1,1,0
17,1,1,0,0,0,0,0,0,1,1,7434
17,0,0,0,1,0,0,0,0,0,1,228
22,0,1,0,0,0,0,0,1,1,1,63330
47,0,1,0,0,0,0,1,1,0,1,39116
22,1,0,1,0,0,0,1,0,0,1,2520
36,1,1,0,0,0,0,1,0,0,1,21201
18,1,1,0,0,0,0,0,0,0,1,52895
37,0,1,0,0,0,0,1,1,0,1,26186
24,1,1,0,0,0,0,1,1,0,1,17653
35,1,1,0,0,0,0,1,0,0,0,35868
19,0,0,0,1,0,0,0,0,1,0,5017
19,0,0,0,1,0,0,0,1,0,1,1490
29,0,1,0,0,0,0,1,1,1,0,9960
21,1,1,0,0,0,0,0,0,1,1,34365
49,0,0,0,1,0,0,1,1,1,1,14640
23,1,0,1,0,0,0,1,0,0,1,11634
26,1,0,1,0,0,0,1,0,0,1,17959
38,1,1,0,0,0,0,0,0,1,0,20298
48,1,1,0,0,0,0,0,0,1,1,8727
30,1,1,0,0,0,0,1,0,0,1,12249
30,0,1,0,0,0,0,1,0,0,1,15501
33,1,1,0,0,0,0,0,0,1,1,19912
22,1,1,0,0,0,0,1,0,0,1,2941
29,0,1,0,0,0,0,1,0,1,1,44322
43,0,1,0,0,0,0,1,0,0,0,28253
33,0,1,0,0,0,0,1,1,1,0,17107
31,1,1,0,0,0,0,1,0,0,0,22089
37,1,1,0,0,0,0,1,1,1,0,93671
38,0,0,1,0,0,0,1,0,0,0,4494
28,1,1,0,0,0,0,0,0,1,0,0
58,0,1,0,0,0,0,1,1,0,1,16546
20,0,1,0,0,0,0,1,0,0,1,14118
18,1,1,0,0,0,0,0,0,0,0,4290
24,1,0,1,0,0,0,1,0,0,0,3546
44,1,1,0,0,0,0,1,1,0,1,17160
26,0,0,1,0,0,0,1,0,0,0,2487
18,0,0,1,0,0,0,1,0,0,1,3576
18,1,1,0,0,0,0,0,0,0,1,1344
33,1,0,0,1,0,0,0,1,1,1,0
18,1,1,0,0,0,0,0,0,1,0,19174
26,0,0,1,0,0,0,1,0,0,0,30997
19,0,1,0,0,0,0,0,1,1,0,32734
29,0,1,0,0,0,0,1,1,1,1,522
25,0,0,0,1,0,0,1,1,1,1,47736
25,1,0,1,0,0,0,1,0,0,1,4571
23,1,0,1,0,0,0,1,1,0,1,5217
40,0,1,0,0,0,0,0,0,1,1,54998
54,1,0,0,1,0,0,1,0,0,0,260
19,0,0,1,0,0,0,0,0,0,0,0
60,1,1,0,0,0,0,0,1,1,1,3873
49,1,1,0,0,0,0,0,1,0,0,21228
19,0,0,0,1,0,0,0,0,1,1,1362
43,0,1,0,0,0,0,0,1,0,1,0
18,1,1,0,0,0,0,0,0,0,1,10070
29,1,1,0,0,0,0,1,0,1,0,8587
24,0,0,1,0,0,0,1,0,0,1,25107
19,0,1,0,0,0,0,0,0,1,1,22826
27,0,1,0,0,0,0,0,0,1,1,3061
21,0,1,0,0,0,0,0,0,0,1,21875
30,1,1,0,0,0,0,1,1,0,1,2577
40,0,1,0,0,0,0,0,1,1,1,56346
29,0,1,0,0,0,0,0,0,0,1,8358
55,0,1,0,0,0,0,0,1,0,1,669
29,1,1,0,0,0,0,1,0,0,1,33460
26,0,1,0,0,0,0,1,1,0,1,3572
34,1,1,0,0,0,0,1,1,0,0,3336
24,1,1,0,0,0,0,0,0,1,0,37410
20,0,0,1,0,0,0,0,0,1,0,4752
20,0,0,0,1,0,0,0,0,0,1,3356
18,0,0,1,0,0,0,0,0,1,1,10713
50,1,1,0,0,0,0,0,0,1,1,0
20,1,1,0,0,0,0,0,1,0,1,26575
47,0,1,0,0,0,0,1,1,1,1,15951
37,1,1,0,0,0,0,0,0,1,1,90077
42,0,0,0,0,1,0,0,0,1,1,0
32,0,1,0,0,0,0,1,1,1,1,37815
29,1,0,1,0,0,0,1,0,0,1,6038
58,0,1,0,0,0,0,0,1,0,1,12518
32,1,1,0,0,0,0,1,0,0,0,25076
28,1,1,0,0,0,0,1,0,0,1,253
36,0,1,0,0,0,0,0,0,1,1,6839
18,1,1,0,0,0,0,0,0,0,1,32731
38,0,1,0,0,0,0,1,1,1,1,35674
47,0,1,0,0,0,0,0,1,0,1,0
19,1,0,1,0,0,0,1,0,0,0,0
19,0,0,0,1,0,0,0,0,1,1,25431
28,0,1,0,0,0,0,1,0,0,0,11100
30,1,1,0,0,0,0,1,0,0,0,0
38,1,1,0,0,0,0,1,0,0,0,78150
33,0,0,0,1,0,0,1,0,0,1,37821
27,1,1,0,0,0,0,1,1,0,1,12509
19,0,0,1,0,0,0,0,0,0,1,34875
25,0,1,0,0,0,0,1,0,0,0,7085
20,1,0,1,0,0,0,1,0,0,1,11498
21,0,0,1,0,0,0,1,0,0,1,1704
51,1,1,0,0,0,0,1,0,0,1,4556
31,1,0,1,0,0,0,1,0,0,1,49911
24,0,1,0,0,0,0,0,1,1,1,59937
16,0,1,0,0,0,0,0,0,0,0,99
24,0,1,0,0,0,0,0,0,0,1,41190
30,0,0,0,1,0,0,0,0,1,0,4276
37,0,1,0,0,0,0,1,1,0,1,0
17,0,1,0,0,0,0,0,0,0,1,14544
18,0,1,0,0,0,0,0,0,0,1,28479
22,1,1,0,0,0,0,1,1,0,1,16824
32,0,1,0,0,0,0,1,0,0,1,1351
27,1,0,1,0,0,0,0,0,0,1,24763
20,0,1,0,0,0,0,1,0,0,1,652
28,1,1,0,0,0,0,1,0,0,1,2763
44,0,1,0,0,0,0,1,0,1,0,1206
19,1,0,1,0,0,0,0,0,1,1,22097
21,0,1,0,0,0,0,1,0,0,1,17623
18,0,0,0,1,0,0,0,0,0,0,716
26,1,0,0,1,0,0,0,0,1,1,38365
49,0,1,0,0,0,0,1,1,1,1,0
58,0,0,1,0,0,0,0,1,0,1,10990
35,1,0,1,0,0,0,1,0,0,1,861
21,1,1,0,0,0,0,0,0,0,0,8775
36,1,1,0,0,0,0,1,1,1,1,17313
25,1,0,1,0,0,0,1,1,1,0,35028
43,0,1,0,0,0,0,0,0,1,1,0
25,1,1,0,0,0,0,1,0,0,0,9677
27,1,1,0,0,0,0,1,0,0,0,5855
20,0,1,0,0,0,0,1,1,1,1,10539
23,0,1,0,0,0,0,0,0,1,1,13632
36,1,1,0,0,0,0,0,0,0,0,4911
23,1,1,0,0,0,0,0,0,1,0,462
26,0,1,0,0,0,0,0,0,1,1,789
29,0,1,0,0,0,0,1,1,0,1,13894
19,0,1,0,0,0,0,0,0,0,0,36
48,1,1,0,0,0,0,1,1,1,1,47283
20,0,0,1,0,0,0,0,0,1,1,10604
31,0,1,0,0,0,0,0,0,1,0,40157
19,1,1,0,0,0,0,1,0,0,0,9780
16,0,1,0,0,0,0,0,0,1,1,27140
30,0,1,0,0,0,0,1,0,0,1,5970
17,0,0,0,1,0,0,0,1,0,1,0
31,1,0,1,0,0,0,0,1,0,1,15384
21,1,0,1,0,0,0,0,0,0,1,2299
23,1,1,0,0,0,0,0,0,0,1,21195
20,1,1,0,0,0,0,0,0,1,0,34152
38,0,0,1,0,0,0,1,0,0,0,1467
20,0,0,0,1,0,0,1,1,0,1,4017
18,0,0,1,0,0,0,0,0,0,0,157
23,0,0,0,1,0,0,1,1,0,1,0
18,1,1,0,0,0,0,1,0,0,0,7280
50,0,1,0,0,0,0,1,1,1,1,33604
17,0,0,1,0,0,0,1,0,0,1,492
26,1,0,1,0,0,0,0,0,0,1,3301
28,1,1,0,0,0,0,1,1,0,1,51690
27,0,0,1,0,0,0,0,0,1,0,10365
38,0,1,0,0,0,0,0,0,1,1,7519
19,0,0,1,0,0,0,0,0,1,0,0
16,0,0,1,0,0,0,0,0,0,1,3133
20,1,0,1,0,0,0,0,0,0,0,4440
37,0,0,0,0,0,1,0,0,1,0,5066
39,1,1,0,0,0,0,0,0,0,0,237
24,1,1,0,0,0,0,1,1,1,1,41598
20,1,1,0,0,0,0,0,0,1,1,28581
19,1,0,0,1,0,0,0,0,0,1,28296
35,1,1,0,0,0,0,0,0,1,0,12309
26,1,1,0,0,0,0,1,0,0,1,16291
18,0,0,0,1,0,0,0,0,1,1,32078
18,0,0,1,0,0,0,1,0,1,0,420
26,0,1,0,0,0,0,1,1,1,0,105747
24,1,1,0,0,0,0,0,0,0,0,4866
32,0,1,0,0,0,0,1,1,0,1,0
46,0,1,0,0,0,0,1,1,1,1,53421
39,1,1,0,0,0,0,1,0,0,1,7218
43,0,1,0,0,0,0,1,1,1,0,12522
56,1,1,0,0,0,0,0,1,0,1,22362
36,1,1,0,0,0,0,1,1,1,1,46244
24,0,1,0,0,0,0,1,0,0,1,4458
32,1,1,0,0,0,0,1,1,0,1,40
26,0,0,1,0,0,0,1,0,0,0,1239
21,1,1,0,0,0,0,1,1,0,0,1656
18,0,1,0,0,0,0,0,0,1,0,1896
50,1,1,0,0,0,0,0,1,0,1,6649
65,1,1,0,0,0,0,0,1,1,1,0
17,0,1,0,0,0,0,0,1,0,1,6117
22,1,1,0,0,0,0,1,1,1,1,36846
31,0,0,0,1,0,0,0,0,1,1,3597
51,0,1,0,0,0,0,0,0,0,1,675
33,1,1,0,0,0,0,0,1,1,0,76673
24,1,1,0,0,0,0,1,0,0,1,8980
22,0,1,0,0,0,0,0,1,1,1,717
19,1,0,0,1,0,0,0,0,1,1,8172
27,1,1,0,0,0,0,1,0,0,0,36277
57,1,1,0,0,0,0,1,0,0,0,15932
38,1,1,0,0,0,0,1,1,0,0,1477
27,0,1,0,0,0,0,0,0,0,1,16617
28,0,1,0,0,0,0,1,1,0,1,4701
35,1,0,1,0,0,0,1,1,1,0,61485
32,1,0,1,0,0,0,1,0,0,1,17589
25,1,0,1,0,0,0,0,0,1,0,0
29,0,0,1,0,0,0,1,1,1,1,50640
20,0,1,0,0,0,0,0,0,0,1,9680
28,1,1,0,0,0,0,0,0,0,0,19694
54,1,1,0,0,0,0,0,0,1,1,8541
26,1,1,0,0,0,0,1,1,0,0,7464
28,0,1,0,0,0,0,0,0,1,1,17703
49,0,0,1,0,0,0,0,0,0,1,6104
21,1,0,1,0,0,0,1,0,0,1,16624
48,0,1,0,0,0,0,0,1,0,1,542
37,1,0,1,0,0,0,0,0,1,0,234
37,0,1,0,0,0,0,0,0,1,0,2416
52,1,1,0,0,0,0,1,0,0,1,40851
26,1,1,0,0,0,0,1,1,1,1,78616
28,0,0,0,0,1,0,1,0,0,1,3027
22,0,1,0,0,0,0,0,0,1,0,0
17,0,0,1,0,0,0,0,0,0,0,4124
46,1,1,0,0,0,0,1,1,0,1,7739
17,0,1,0,0,0,0,0,0,0,1,2493
21,0,1,0,0,0,0,1,0,0,0,0
49,1,1,0,0,0,0,1,0,1,0,43712
33,1,1,0,0,0,0,1,1,1,1,27970
26,0,1,0,0,0,0,1,1,0,1,20945
56,0,0,0,0,0,1,1,0,0,0,37031
33,0,1,0,0,0,0,1,1,1,1,31681
29,0,0,1,0,0,0,1,1,0,1,14751
24,1,1,0,0,0,0,1,1,0,1,34001
18,0,1,0,0,0,0,1,1,0,1,7049
37,0,1,0,0,0,0,1,0,0,1,10649
29,1,1,0,0,0,0,0,0,1,1,84759
25,0,1,0,0,0,0,1,1,0,0,726
25,1,1,0,0,0,0,1,0,0,1,6549
24,0,1,0,0,0,0,1,1,0,0,1987
20,0,1,0,0,0,0,0,0,1,1,49494
20,1,0,1,0,0,0,0,0,0,0,2012
62,0,0,1,0,0,0,0,0,0,0,0
20,1,0,0,1,0,0,0,0,1,1,40998
23,1,1,0,0,0,0,1,0,0,0,0
22,1,1,0,0,0,0,1,1,0,0,21531
40,0,1,0,0,0,0,1,1,1,1,38229
27,1,0,1,0,0,0,1,0,0,1,46224
19,1,1,0,0,0,0,0,0,1,1,41123
19,1,0,1,0,0,0,1,0,0,1,28182
26,0,0,0,1,0,0,0,0,1,0,905
31,0,0,0,1,0,0,0,0,1,1,15698
43,0,1,0,0,0,0,1,0,1,1,72394
32,1,0,0,0,1,0,1,0,0,0,7137
25,0,1,0,0,0,0,1,0,0,0,26448
23,1,1,0,0,0,0,0,0,1,0,35445
40,1,1,0,0,0,0,0,0,1,1,9026
25,0,1,0,0,0,0,0,0,1,1,10722
32,1,1,0,0,0,0,1,0,0,1,578
19,1,0,1,0,0,0,0,0,0,1,12901
34,0,0,1,0,0,0,1,0,0,1,28801
19,0,1,0,0,0,0,0,0,0,1,0
34,1,1,0,0,0,0,1,1,0,0,4551
21,0,1,0,0,0,0,0,0,1,1,4254
24,0,0,1,0,0,0,0,0,1,0,16248
27,1,1,0,0,0,0,1,0,0,0,10542
17,0,1,0,0,0,0,0,0,1,1,8034
36,0,1,0,0,0,0,1,1,1,1,50951
26,0,0,1,0,0,0,0,0,0,0,12086
20,0,1,0,0,0,0,1,1,0,1,433
17,0,0,1,0,0,0,1,0,0,0,0
43,0,1,0,0,0,0,0,1,0,1,27133
24,0,1,0,0,0,0,0,0,1,1,22821
18,0,1,0,0,0,0,0,0,1,1,6449
23,0,0,1,0,0,0,1,0,0,1,12230
20,1,1,0,0,0,0,0,0,1,1,13332
24,1,0,0,1,0,0,0,0,0,1,0
26,1,1,0,0,0,0,1,1,1,1,69739
18,1,0,1,0,0,0,0,0,1,1,10756
20,1,1,0,0,0,0,0,0,0,0,2304
49,0,1,0,0,0,0,0,1,0,1,2235
52,0,0,1,0,0,0,1,1,1,1,4835
20,1,0,0,1,0,0,0,0,0,1,39765
28,1,1,0,0,0,0,0,0,1,1,10347
21,0,0,1,0,0,0,1,0,0,1,25334
52,1,1,0,0,0,0,0,0,0,1,16313
34,1,0,0,1,0,0,1,0,0,1,2397
24,0,1,0,0,0,0,0,0,0,0,7264
38,1,1,0,0,0,0,1,0,0,1,2469
27,1,0,0,1,0,0,0,0,1,1,17082
23,1,0,0,1,0,0,0,0,0,1,4758
27,0,1,0,0,0,0,0,0,0,1,10438
16,0,0,0,1,0,0,0,0,1,1,28545
41,1,0,1,0,0,0,1,0,0,0,13914
20,1,1,0,0,0,0,0,0,0,1,1116
19,1,0,0,0,1,0,1,0,0,0,0
23,1,1,0,0,0,0,0,0,0,1,23289
27,0,1,0,0,0,0,1,0,0,1,4515
20,1,0,0,1,0,0,1,0,0,1,8862
36,0,0,1,0,0,0,0,0,1,1,4044
31,1,1,0,0,0,0,1,0,0,1,42275
19,1,0,0,1,0,0,0,0,1,1,19833
28,1,1,0,0,0,0,0,1,1,1,6102
22,0,1,0,0,0,0,0,0,1,1,3164
26,0,1,0,0,0,0,0,0,0,1,22956
29,0,1,0,0,0,0,0,1,1,1,16965
16,0,0,1,0,0,0,1,0,1,0,4155
33,1,1,0,0,0,0,1,1,0,1,29781
19,0,1,0,0,0,0,1,0,0,0,21384
49,0,1,0,0,0,0,0,1,1,1,6400
37,0,0,1,0,0,0,1,1,1,1,9163
25,0,1,0,0,0,0,1,1,1,1,26062
31,0,0,1,0,0,0,1,0,0,0,24261
24,1,0,1,0,0,0,1,1,0,0,8364
24,0,1,0,0,0,0,1,0,0,0,35047
27,1,1,0,0,0,0,1,0,0,0,26925
19,1,0,1,0,0,0,0,0,0,1,1548
26,0,0,1,0,0,0,1,1,0,1,3564
37,0,1,0,0,0,0,0,0,1,1,9759
18,0,0,0,1,0,0,0,0,0,0,972
21,0,0,0,1,0,0,0,0,0,0,17071
19,1,0,1,0,0,0,1,0,0,0,1059
28,1,1,0,0,0,0,1,1,1,1,6
22,1,1,0,0,0,0,0,0,1,1,23091
40,1,1,0,0,0,0,1,0,0,1,7408
55,0,1,0,0,0,0,0,1,1,1,5332
32,1,1,0,0,0,0,1,1,0,1,37838
21,1,0,1,0,0,0,0,0,1,1,4
21,1,0,1,0,0,0,0,0,0,1,13144
51,1,1,0,0,0,0,0,0,1,1,0
27,1,0,1,0,0,0,0,0,1,1,11780
19,1,1,0,0,0,0,1,1,0,1,24
43,0,1,0,0,0,0,1,0,0,0,0
31,0,1,0,0,0,0,1,1,1,0,36440
18,1,1,0,0,0,0,0,0,0,1,14298
26,0,0,1,0,0,0,0,0,1,1,4720
17,0,0,1,0,0,0,0,0,1,1,6737
26,0,0,1,0,0,0,0,0,1,1,1978
19,1,0,1,0,0,0,1,0,0,1,175
19,1,1,0,0,0,0,0,0,1,0,25439
31,0,1,0,0,0,0,1,1,0,1,33387
23,1,0,0,1,0,0,0,0,1,0,6171
